Time,P (deg/s),Q (deg/s),R (deg/s),Pitch deflection (deg),Roll deflection (deg),Yaw deflection ,P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),F_{Drag} (lbs),F_{Side} (lbs),F_{Lift} (lbs),L/D,F_{Aero x} (lbs),F_{Aero y} (lbs),F_{Aero z} (lbs),F_{Gear x} (lbs),F_{Gear y} (lbs),F_{Gear z} (lbs),F_{Total x} (lbs),F_{Total y} (lbs),F_{Total z} (lbs),L_{Aero} (ft-lbs),M_{Aero} ( ft-lbs),N_{Aero} (ft-lbs),L_{Prop} (ft-lbs),L_{Gear} (ft-lbs),M_{Gear} (ft-lbs),N_{Gear} (ft-lbs),L_{Total} (ft-lbs),M_{Total} (ft-lbs),N_{Total} (ft-lbs),Temperature (R),P_{Ambient} (psf),Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Alpha (deg),Beta (deg),X_{ECI} (ft),Earth Position Angle (deg),Distance AGL (ft),navigation/actual-heading-rad,systems/mixture-cmd-norm,guidance/delta-lon-rad,guidance/heading-to-waypoint-rad,guidance/wp-distance-a,guidance/wp-distance,guidance/heading-to-waypoint-positive,guidance/wp-heading-rad,guidance/wp-heading-deg,guidance/selected_target_heading,guidance/x1,guidance/y1,guidance/x2,guidance/y2,guidance/angle-to-heading-rad,guidance/x1y2,guidance/x2y1,guidance/angle-to-heading-sense,ap/roll-autopilot-windup-trigger,ap/limited-roll-angle-rad,ap/limited-roll-angle-error,ap/roll-rate-pid-control,ap/total-limited-roll-rate,ap/limited-roll-rate-error,ap/roll-command-pid-control,ap/roll-cmd-smoother,fcs/wing-leveler-ap-on-off,fcs/roll-ap-error-pid,fcs/heading-true-degrees,fcs/heading-error,fcs/heading-error-bias-switch,fcs/heading-corrected,fcs/heading-command,fcs/heading-roll-error-lag,fcs/heading-roll-error,fcs/altitude-error,fcs/alt-error-lag,fcs/hdot-command,fcs/hdot-error,fcs/elevator-actuator,Nose Gear WOW,Nose Gear stroke (ft),Nose Gear stroke velocity (ft/sec),Nose Gear compress force (lbs),Nose Gear wheel side force (lbs),Nose Gear wheel roll force (lbs),Nose Gear body X force (lbs),Nose Gear body Y force (lbs),Nose Gear wheel velocity vec X (ft/sec),Nose Gear wheel velocity vec Y (ft/sec),Nose Gear wheel rolling velocity (ft/sec),Nose Gear wheel side velocity (ft/sec),Nose Gear wheel slip (deg),Left Main Gear WOW,Left Main Gear stroke (ft),Left Main Gear stroke velocity (ft/sec),Left Main Gear compress force (lbs),Left Main Gear wheel side force (lbs),Left Main Gear wheel roll force (lbs),Left Main Gear body X force (lbs),Left Main Gear body Y force (lbs),Left Main Gear wheel velocity vec X (ft/sec),Left Main Gear wheel velocity vec Y (ft/sec),Left Main Gear wheel rolling velocity (ft/sec),Left Main Gear wheel side velocity (ft/sec),Left Main Gear wheel slip (deg),Right Main Gear WOW,Right Main Gear stroke (ft),Right Main Gear stroke velocity (ft/sec),Right Main Gear compress force (lbs),Right Main Gear wheel side force (lbs),Right Main Gear wheel roll force (lbs),Right Main Gear body X force (lbs),Right Main Gear body Y force (lbs),Right Main Gear wheel velocity vec X (ft/sec),Right Main Gear wheel velocity vec Y (ft/sec),Right Main Gear wheel rolling velocity (ft/sec),Right Main Gear wheel side velocity (ft/sec),Right Main Gear wheel slip (deg), Total Gear Force_X (lbs), Total Gear Force_Y (lbs), Total Gear Force_Z (lbs), Total Gear Moment_L (ft-lbs), Total Gear Moment_M (ft-lbs), Total Gear Moment_N (ft-lbs),IO320 Power Available (engine 0 in ft-lbs/sec),IO320 HP (engine 0),IO320 equivalent ratio (engine 0),IO320 MAP (engine 0 in inHg),Fixed-Pitch 75-inch Two-Blade Propeller Torque (engine 0),vrp-gc-latitude deg,vrp-longitude deg,vrp-radius-ft
4.766476,0.0115,0.0103,0.0002,0.0245,-0.002726767,7.87E-05,-0.008508436,0.010347357,-0.002957801,1.52E-09,35.22805432,0.001130507,1078.989497,-0.000754848,-0.000835788,-9.85E-05,-0.000754848,-0.000835788,-9.85E-05,1074.643946,-96.74049683,-0.000467673,-0.000886624,-0.000522711,-0.000467673,-0.000755234,-0.000835979,-9.38E-05,-9.17E-09,3.10E-08,-4.80E-07,52.30362895,-9.17E-09,3.10E-08,-4.80E-07,9.30906307,6.761799744,-2700.751862,9.30906306,6.761799775,-2700.751863,1.42E-05,-6.08E-06,9.18E-07,-5.89E-09,1.014446851,-38.15858118,-0.09203993,1.014461084,-38.15858726,-0.092039012,518.6551052,2115.899988,4.184887633,4.184887633,-0.143449601,0.197488095,359.9959902,0,0,-1326638.072,0.01991469,4.184887633,6.28611532,0.999480391,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.999995708,0.002930011,0.063771748,0.99796451,1.50405126,0.997960227,0.000186852,1,1,0.523,0.002503668,0.075130327,0.348,0.075330568,0.188326419,0.188180034,-1,-0.12863299,360.022508,-360.022508,360,-0.022507981,-0.000392764,-0.000359694,0.002143974,-4.18488763,-4.1537124,-0.49827166,-0.498365504,0.002,1,0.30849,-0.000903693,-553.4808687,-3.911242838,0.307070168,1.907874638,1.38573982,3.15E-06,4.22E-06,3.15E-06,4.22E-06,-69.5477,1,0.20931,0.000912357,-1130.445335,9.754831134,12.8773129,3.896405697,2.830048852,-3.11E-06,-3.26E-07,-3.11E-06,-3.26E-07,-69.548,1,0.18835,-0.000764689,-1016.825659,1.049742465,5.224314558,3.504782734,2.546011073,2.67E-06,3.87E-06,2.67E-06,3.87E-06,-69.5486,9.30906,6.7618,-2700.75,1.01445,-38.1586,-0.0920399,-825,-1.5,1.29953,29.9158,-5.89E-09,45.00000063,-95.1638389,20925654.55
4.774809,0.0113,0.0103,0.0002,0.0304,-0.002994411,9.83E-05,-0.008304245,0.010324629,-0.002957149,1.49E-09,34.84630731,0.001118256,1078.989512,-0.000753178,-0.000820946,-9.63E-05,-0.000753178,-0.000820946,-9.63E-05,1074.64402,-96.73984241,-0.000468056,-0.000871588,-0.000521301,-0.000468056,-0.000753555,-0.000821131,-9.16E-05,-8.98E-09,3.01E-08,-4.73E-07,52.68730365,-8.98E-09,3.01E-08,-4.73E-07,9.313144643,6.766320916,-2700.757695,9.313144634,6.766320946,-2700.757695,1.38E-05,-6.00E-06,8.92E-07,-5.86E-09,1.278856842,-38.17221716,-0.091224463,1.278870668,-38.17222316,-0.091223571,518.6551052,2115.899988,4.184888404,4.184888404,-0.143545206,0.197574256,359.9959898,0,0,-1326629.117,0.019949506,4.184888404,6.28611532,0.999480391,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.999995708,0.002930005,0.063771748,0.99796451,1.50405126,0.997960227,0.000186852,1,1,0.523,0.002505336,0.075180118,0.348,0.075376795,0.188441988,0.188300131,-1,-0.128670956,360.022508,-360.022508,360,-0.022507651,-0.000392759,-0.000359831,0.002145505,-4.1848884,-4.15397111,-0.498302694,-0.498394318,0.002,1,0.30849,-0.000899145,-553.4764232,-3.885388488,0.30571734,1.908691647,1.386652241,3.16E-06,4.14E-06,3.16E-06,4.14E-06,-69.5477,1,0.20932,0.000899832,-1130.48442,9.769930288,12.86887809,3.898240467,2.832033067,-3.05E-06,-3.62E-07,-3.05E-06,-3.62E-07,-69.548,1,0.18834,-0.000747368,-1016.796852,1.05000581,5.239654146,3.506212529,2.547635608,2.63E-06,3.76E-06,2.63E-06,3.76E-06,-69.5486,9.31314,6.76632,-2700.76,1.27886,-38.1722,-0.0912245,-825,-1.5,1.29953,29.9158,-5.86E-09,45.00000063,-95.1638389,20925654.55
4.783142,0.0110,0.0103,0.0002,0.0359,-0.00330926,0.000116791,-0.00805125,0.010299672,-0.002956335,1.45E-09,34.38413008,0.001103425,1078.98953,-0.000751343,-0.000802547,-9.46E-05,-0.000751343,-0.000802547,-9.46E-05,1074.644097,-96.7391886,-0.000467913,-0.000853039,-0.000520507,-0.000467913,-0.000751714,-0.000802729,-9.00E-05,-8.74E-09,2.90E-08,-4.65E-07,53.17435762,-8.74E-09,2.90E-08,-4.65E-07,9.317217513,6.770762053,-2700.763588,9.317217504,6.770762082,-2700.763588,1.33E-05,-5.91E-06,8.61E-07,-5.83E-09,1.531265714,-38.18846618,-0.09045507,1.531279049,-38.18847209,-0.09045421,518.6551052,2115.899988,4.184889164,4.184889164,-0.14363911,0.197660227,359.9959895,0,0,-1326620.162,0.019984322,4.184889164,6.28611531,0.999480391,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.999995708,0.00293,0.063771748,0.99796451,1.50405127,0.997960227,0.000186851,1,1,0.523,0.002506975,0.07522893,0.348,0.075421191,0.188552978,0.188416217,-1,-0.128692318,360.022507,-360.022507,360,-0.022507327,-0.000392753,-0.000359968,0.002147007,-4.18488916,-4.15422767,-0.498333471,-0.498423457,0.002,1,0.30848,-0.000894863,-553.4715147,-3.860639254,0.304820055,1.909505215,1.387547049,3.16E-06,4.06E-06,3.16E-06,4.06E-06,-69.5477,1,0.20933,0.000883264,-1130.522294,9.784411056,12.86089126,3.900067443,2.833980807,-2.98E-06,-3.98E-07,-2.98E-06,-3.98E-07,-69.548,1,0.18833,-0.000726955,-1016.769778,1.050303563,5.254378927,3.507644855,2.549234197,2.58E-06,3.64E-06,2.58E-06,3.64E-06,-69.5486,9.31722,6.77076,-2700.76,1.53127,-38.1885,-0.0904551,-825,-1.5,1.29953,29.9158,-5.83E-09,45.00000063,-95.1638389,20925654.55
4.791475,0.0107,0.0103,0.0001,0.0412,-0.003668142,0.000134175,-0.007751771,0.010272091,-0.002955366,1.40E-09,33.84687694,0.001086184,1078.989552,-0.000749318,-0.000780756,-9.35E-05,-0.000749318,-0.000780756,-9.35E-05,1074.644178,-96.73853538,-0.000467219,-0.000831137,-0.000520299,-0.000467219,-0.000749684,-0.000780935,-8.89E-05,-8.47E-09,2.78E-08,-4.55E-07,53.76357698,-8.47E-09,2.78E-08,-4.55E-07,9.321280736,6.775103939,-2700.769521,9.321280728,6.775103966,-2700.769522,1.28E-05,-5.80E-06,8.24E-07,-5.80E-09,1.770595554,-38.2072113,-0.089734976,1.770608323,-38.20721711,-0.089734152,518.6551052,2115.899988,4.184889909,4.184889909,-0.143730905,0.19774599,359.9959892,0,0,-1326611.207,0.020019138,4.184889909,6.28611531,0.999480391,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.999995708,0.002929994,0.063771748,0.99796451,1.50405128,0.997960227,0.000186851,1,1,0.523,0.002508578,0.075276552,0.348,0.075463587,0.188658967,0.188527835,-1,-0.12869736,360.022507,-360.022507,360,-0.02250701,-0.000392747,-0.000360104,0.002148473,-4.18488991,-4.15448212,-0.498363994,-0.498452929,0.002,1,0.30847,-0.00089083,-553.4661615,-3.837119692,0.30438911,1.910315224,1.388420361,3.16E-06,3.97E-06,3.16E-06,3.97E-06,-69.5477,1,0.20934,0.000862801,-1130.558802,9.798203103,12.85339997,3.901885707,2.835883641,-2.89E-06,-4.28E-07,-2.89E-06,-4.28E-07,-69.548,1,0.18833,-0.000703642,-1016.744558,1.050635256,5.268423291,3.509079805,2.550799937,2.52E-06,3.50E-06,2.52E-06,3.50E-06,-69.5486,9.32128,6.7751,-2700.77,1.7706,-38.2072,-0.089735,-825,-1.5,1.29953,29.9158,-5.80E-09,45.00000063,-95.1638389,20925654.55
4.799808,0.0104,0.0102,0.0001,0.0462,-0.004065873,0.000150374,-0.007408275,0.01024152,-0.002954252,1.35E-09,33.24084392,0.001066735,1078.989577,-0.000747072,-0.000755756,-9.30E-05,-0.000747072,-0.000755756,-9.30E-05,1074.644262,-96.7378827,-0.000465953,-0.000806066,-0.000520643,-0.000465953,-0.000747435,-0.000755935,-8.85E-05,-8.17E-09,2.64E-08,-4.45E-07,54.45352637,-8.17E-09,2.64E-08,-4.45E-07,9.32533297,6.779328083,-2700.775405,9.325332961,6.77932811,-2700.775405,1.21E-05,-5.69E-06,7.83E-07,-5.77E-09,1.996049682,-38.22809944,-0.089065858,1.996061817,-38.22810513,-0.089065075,518.6551052,2115.899988,4.184890646,4.184890646,-0.143820205,0.197831524,359.9959889,0,0,-1326602.252,0.020053954,4.184890646,6.2861153,0.999480391,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.999995708,0.002929989,0.063771748,0.99796451,1.50405128,0.997960227,0.000186851,1,1,0.523,0.002510136,0.075322787,0.348,0.075503827,0.188759566,0.188634557,-1,-0.128686432,360.022507,-360.022507,360,-0.022506702,-0.000392742,-0.00036024,0.002149896,-4.18489065,-4.15473446,-0.498394264,-0.498482741,0.002,1,0.30846,-0.000887029,-553.4604106,-3.814893045,0.304384385,1.911121624,1.389268552,3.16E-06,3.87E-06,3.16E-06,3.87E-06,-69.5477,1,0.20934,0.000838607,-1130.593766,9.811266491,12.84642802,3.903694218,2.837733475,-2.80E-06,-4.57E-07,-2.80E-06,-4.57E-07,-69.548,1,0.18832,-0.000677627,-1016.721228,1.050997425,5.281753256,3.510517128,2.552326057,2.44E-06,3.35E-06,2.44E-06,3.35E-06,-69.5486,9.32533,6.77933,-2700.78,1.99605,-38.2281,-0.0890659,-825,-1.5,1.29953,29.9158,-5.77E-09,45.00000063,-95.1638389,20925654.55
4.808141,0.0100,0.0102,0.0001,0.0508,-0.004497759,0.000165359,-0.007023419,0.010207635,-0.002953004,1.30E-09,32.57299404,0.001045303,1078.989605,-0.000744584,-0.000727739,-9.30E-05,-0.000744584,-0.000727739,-9.30E-05,1074.644349,-96.73723054,-0.000464106,-0.000778013,-0.000521499,-0.000464106,-0.000744946,-0.000727918,-8.86E-05,-7.84E-09,2.50E-08,-4.33E-07,55.24269056,-7.84E-09,2.50E-08,-4.33E-07,9.329373029,6.783417191,-2700.781236,9.329373021,6.783417216,-2700.781237,1.15E-05,-5.56E-06,7.39E-07,-5.73E-09,2.206915152,-38.25096455,-0.08844959,2.206926601,-38.25097011,-0.088448852,518.6551052,2115.899987,4.184891384,4.184891384,-0.143906643,0.197916803,359.9959886,0,0,-1326593.297,0.02008877,4.184891384,6.28611529,0.999480391,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.999995708,0.002929984,0.063771748,0.99796451,1.50405129,0.997960227,0.00018685,1,1,0.523,0.002511645,0.075367446,0.348,0.075541769,0.188854422,0.188735988,-1,-0.128659946,360.022506,-360.022506,360,-0.022506403,-0.000392737,-0.000360375,0.00215127,-4.18489138,-4.15498471,-0.498424284,-0.498512885,0.002,1,0.30846,-0.000883435,-553.4542931,-3.794042846,0.30480963,1.911924278,1.390088154,3.16E-06,3.77E-06,3.16E-06,3.77E-06,-69.5477,1,0.20935,0.000810869,-1130.627077,9.823552675,12.84000666,3.905492094,2.839522783,-2.69E-06,-4.81E-07,-2.69E-06,-4.81E-07,-69.548,1,0.18832,-0.000649109,-1016.699866,1.051388025,5.294325115,3.511956657,2.553806255,2.36E-06,3.19E-06,2.36E-06,3.19E-06,-69.5486,9.32937,6.78342,-2700.78,2.20692,-38.251,-0.0884496,-825,-1.5,1.29953,29.9158,-5.73E-09,45.00000063,-95.1638389,20925654.55
4.816474,0.0096,0.0102,0.0001,0.0551,-0.004959252,0.000179072,-0.006599958,0.010170151,-0.00295163,1.24E-09,31.85100619,0.001022134,1078.989636,-0.000741832,-0.000696906,-9.36E-05,-0.000741832,-0.000696906,-9.36E-05,1074.644438,-96.73657885,-0.000461665,-0.000747177,-0.000522829,-0.000461665,-0.000742194,-0.000697087,-8.93E-05,-7.50E-09,2.34E-08,-4.21E-07,56.12905278,-7.50E-09,2.34E-08,-4.21E-07,9.333399289,6.787354778,-2700.786922,9.333399281,6.787354801,-2700.786922,1.07E-05,-5.41E-06,6.91E-07,-5.69E-09,2.402423411,-38.2754728,-0.087887835,2.402434129,-38.27547822,-0.087887143,518.6551052,2115.899987,4.184892122,4.184892122,-0.143989873,0.198001799,359.9959883,0,0,-1326584.342,0.020123585,4.184892122,6.28611529,0.999480391,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.999995708,0.002929979,0.063771748,0.99796451,1.50405129,0.997960227,0.00018685,1,1,0.523,0.002513097,0.075410354,0.348,0.075577286,0.188943214,0.188831768,-1,-0.128618389,360.022506,-360.022506,360,-0.022506115,-0.000392732,-0.00036051,0.002152588,-4.18489212,-4.15523289,-0.498454055,-0.498543356,0.002,1,0.30845,-0.00088003,-553.4478521,-3.774640418,0.305625898,1.912723069,1.390875946,3.17E-06,3.67E-06,3.17E-06,3.67E-06,-69.5477,1,0.20936,0.000779782,-1130.658565,9.835019014,12.83416236,3.907278195,2.841244322,-2.57E-06,-5.03E-07,-2.57E-06,-5.03E-07,-69.548,1,0.18831,-0.000618299,-1016.680505,1.051804729,5.306101002,3.513398025,2.55523451,2.26E-06,3.01E-06,2.26E-06,3.01E-06,-69.5486,9.3334,6.78735,-2700.79,2.40242,-38.2755,-0.0878878,-825,-1.5,1.29953,29.9158,-5.69E-09,45.00000063,-95.1638389,20925654.55
4.824807,0.0091,0.0101,0.0002,0.0590,-0.005444762,0.000191506,-0.006140804,0.010128821,-0.002950142,1.18E-09,31.08331067,0.000997498,1078.989669,-0.0007388,-0.00066347,-9.48E-05,-0.0007388,-0.00066347,-9.48E-05,1074.644531,-96.73592759,-0.000458633,-0.000713767,-0.00052459,-0.000458633,-0.000739164,-0.000663655,-9.06E-05,-7.14E-09,2.17E-08,-4.08E-07,57.10960888,-7.14E-09,2.17E-08,-4.08E-07,9.337410377,6.79112571,-2700.792473,9.33741037,6.791125732,-2700.792473,9.96E-06,-5.26E-06,6.42E-07,-5.64E-09,2.582217177,-38.30140576,-0.087381137,2.582227131,-38.30141102,-0.087380495,518.6551052,2115.899987,4.184892874,4.184892874,-0.144069575,0.198086483,359.995988,0,0,-1326575.387,0.020158401,4.184892874,6.28611529,0.999480391,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.999995708,0.002929974,0.063771748,0.99796451,1.5040513,0.997960227,0.00018685,1,1,0.523,0.002514488,0.075451347,0.348,0.075610265,0.189025662,0.188921571,-1,-0.128562299,360.022506,-360.022506,360,-0.02250584,-0.000392727,-0.000360644,0.002153845,-4.18489287,-4.15547902,-0.49848358,-0.498574139,0.002,1,0.30844,-0.000876784,-553.4411317,-3.756724898,0.306824409,1.913517857,1.391628932,3.17E-06,3.56E-06,3.17E-06,3.56E-06,-69.5477,1,0.20936,0.000745562,-1130.688163,9.845640392,12.8289089,3.909051692,2.842891565,-2.44E-06,-5.21E-07,-2.44E-06,-5.21E-07,-69.548,1,0.18831,-0.000585403,-1016.663179,1.052243838,5.317060751,3.514840829,2.556605213,2.16E-06,2.83E-06,2.16E-06,2.83E-06,-69.5486,9.33741,6.79113,-2700.79,2.58222,-38.3014,-0.0873811,-825,-1.5,1.29953,29.9158,-5.64E-09,45.00000063,-95.1638389,20925654.55
4.83314,0.0086,0.0101,0.0002,0.0626,-0.005949903,0.00020262,-0.005648924,0.010083446,-0.002948551,1.12E-09,30.27884834,0.000971682,1078.989705,-0.000735471,-0.000627645,-9.65E-05,-0.000735471,-0.000627645,-9.65E-05,1074.644625,-96.73527672,-0.000455007,-0.000677995,-0.000526742,-0.000455007,-0.000735839,-0.000627834,-9.24E-05,-6.78E-09,2.01E-08,-3.94E-07,58.18026486,-6.78E-09,2.01E-08,-3.94E-07,9.341404536,6.794715784,-2700.797819,9.341404529,6.794715804,-2700.797819,9.18E-06,-5.11E-06,5.92E-07,-5.59E-09,2.745624886,-38.32845203,-0.086930914,2.745634055,-38.32845714,-0.086930323,518.6551052,2115.899987,4.184893634,4.184893634,-0.144145451,0.198170823,359.9959878,0,0,-1326566.432,0.020193217,4.184893634,6.28611528,0.999480391,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.999995708,0.002929969,0.063771748,0.99796451,1.5040513,0.997960227,0.000186849,1,1,0.523,0.002515813,0.075490274,0.348,0.075640607,0.189101518,0.189005109,-1,-0.128492279,360.022506,-360.022506,360,-0.022505577,-0.000392722,-0.000360777,0.002155036,-4.18489363,-4.15572311,-0.498512861,-0.498605223,0.002,1,0.30843,-0.000873679,-553.4341757,-3.740369492,0.308370573,1.914308482,1.392344349,3.16E-06,3.44E-06,3.16E-06,3.44E-06,-69.5477,1,0.20937,0.000708426,-1130.715725,9.855374804,12.82427304,3.910811438,2.84445826,-2.31E-06,-5.35E-07,-2.31E-06,-5.35E-07,-69.548,1,0.1883,-0.000550639,-1016.647918,1.052703892,5.327166008,3.516284616,2.557913175,2.05E-06,2.63E-06,2.05E-06,2.63E-06,-69.5486,9.3414,6.79472,-2700.8,2.74562,-38.3285,-0.0869309,-825,-1.5,1.29953,29.9158,-5.59E-09,45.00000063,-95.1638389,20925654.55
4.841473,0.0081,0.0100,0.0002,0.0658,-0.006468887,0.000212389,-0.005127398,0.010033862,-0.002946867,1.06E-09,29.44735439,0.000944998,1078.989743,-0.000731835,-0.000589658,-9.87E-05,-0.000731835,-0.000589658,-9.87E-05,1074.644722,-96.73462619,-0.000450796,-0.000640085,-0.00052924,-0.000450796,-0.000732208,-0.000589853,-9.47E-05,-6.41E-09,1.83E-08,-3.80E-07,59.33473218,-6.41E-09,1.83E-08,-3.80E-07,9.345380161,6.798112135,-2700.802956,9.345380154,6.798112153,-2700.802956,8.38E-06,-4.95E-06,5.40E-07,-5.54E-09,2.892218857,-38.35636059,-0.086537907,2.892227231,-38.35636554,-0.086537366,518.6551052,2115.899987,4.184894413,4.184894413,-0.144217228,0.198254784,359.9959875,0,0,-1326557.477,0.020228033,4.184894413,6.28611528,0.999480391,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.999995708,0.002929965,0.063771748,0.99796451,1.50405131,0.997960227,0.000186849,1,1,0.523,0.002517065,0.075526997,0.348,0.075668229,0.189170571,0.189082128,-1,-0.128408972,360.022505,-360.022505,360,-0.022505329,-0.000392718,-0.00036091,0.002156156,-4.18489441,-4.15596518,-0.498541899,-0.498636586,0.002,1,0.30843,-0.000870689,-553.4270307,-3.725609416,0.310248777,1.915094781,1.39301968,3.16E-06,3.33E-06,3.16E-06,3.33E-06,-69.5477,1,0.20938,0.000668612,-1130.741168,9.864199104,12.82026754,3.912556471,2.845938805,-2.17E-06,-5.46E-07,-2.17E-06,-5.46E-07,-69.548,1,0.1883,-0.00051422,-1016.634757,1.053181981,5.33639772,3.517728908,2.55915365,1.93E-06,2.43E-06,1.93E-06,2.43E-06,-69.5486,9.34538,6.79811,-2700.8,2.89222,-38.3564,-0.0865379,-825,-1.5,1.29953,29.9158,-5.54E-09,45.00000063,-95.1638389,20925654.55
4.849806,0.0075,0.0100,0.0002,0.0686,-0.006997127,0.00022096,-0.0045794,0.009979953,-0.002945101,1.00E-09,28.5990411,0.000917775,1078.989783,-0.000727883,-0.000549739,-0.000101415,-0.000727883,-0.000549739,-0.000101415,1074.64482,-96.73397597,-0.00044601,-0.000600263,-0.000532043,-0.00044601,-0.000728263,-0.000549941,-9.75E-05,-6.05E-09,1.66E-08,-3.66E-07,60.56434928,-6.05E-09,1.66E-08,-3.66E-07,9.349335435,6.801302995,-2700.807836,9.349335429,6.801303012,-2700.807837,7.58E-06,-4.78E-06,4.89E-07,-5.48E-09,3.021926951,-38.38483429,-0.086201526,3.021934529,-38.38483907,-0.086201038,518.6551052,2115.899987,4.184895214,4.184895214,-0.144284659,0.198338333,359.9959873,0,0,-1326548.521,0.020262849,4.184895214,6.28611527,0.999480391,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.999995708,0.002929961,0.063771748,0.99796451,1.50405131,0.997960227,0.000186849,1,1,0.523,0.002518242,0.075561394,0.348,0.075693061,0.189232652,0.18915241,-1,-0.128313076,360.022505,-360.022505,360,-0.022505095,-0.000392714,-0.000361042,0.0021572,-4.18489521,-4.15620526,-0.498570698,-0.498668208,0.002,1,0.30842,-0.000867794,-553.4197431,-3.712461687,0.312420204,1.915876574,1.393652656,3.16E-06,3.21E-06,3.16E-06,3.21E-06,-69.5477,1,0.20938,0.000626359,-1130.764431,9.872100936,12.81689743,3.914285875,2.847328152,-2.01E-06,-5.54E-07,-2.01E-06,-5.54E-07,-69.548,1,0.18829,-0.000476371,-1016.623662,1.053674418,5.344748385,3.519172986,2.560322187,1.80E-06,2.22E-06,1.80E-06,2.22E-06,-69.5486,9.34934,6.8013,-2700.81,3.02193,-38.3848,-0.0862015,-825,-1.5,1.29953,29.9158,-5.48E-09,45.00000063,-95.1638389,20925654.55
4.858139,0.0070,0.0099,0.0002,0.0710,-0.007530391,0.000227901,-0.004008099,0.009921643,-0.002943264,9.42E-10,27.74461311,0.000890355,1078.989825,-0.000723609,-0.000508117,-0.000104593,-0.000723609,-0.000508117,-0.000104593,1074.644921,-96.73332601,-0.000440663,-0.000558758,-0.000535106,-0.000440663,-0.000723998,-0.000508328,-0.000100806,-5.69E-09,1.49E-08,-3.52E-07,61.85718728,-5.69E-09,1.49E-08,-3.52E-07,9.353268701,6.804277996,-2700.812472,9.353268695,6.804278011,-2700.812473,6.80E-06,-4.61E-06,4.38E-07,-5.41E-09,3.134402687,-38.41367219,-0.085922393,3.134409478,-38.4136768,-0.085921955,518.6551052,2115.899987,4.184896041,4.184896041,-0.144347523,0.198421432,359.9959871,0,0,-1326539.566,0.020297665,4.184896041,6.28611527,0.999480391,1.66092233,1.50698127,0.531821234,34559483.9,7.78998127,1.50698127,86.350027,1.50698127,0.999995708,0.002929957,0.063771748,0.99796451,1.50405131,0.997960227,0.000186848,1,1,0.523,0.00251934,0.075593353,0.348,0.075715049,0.189287623,0.189215777,-1,-0.128205341,360.022505,-360.022505,360,-0.022504877,-0.00039271,-0.000361174,0.002158166,-4.18489604,-4.15644334,-0.498599258,-0.498700064,0.002,1,0.30841,-0.00086497,-553.4123539,-3.700966688,0.314871791,1.916653655,1.394241253,3.15E-06,3.09E-06,3.15E-06,3.09E-06,-69.5477,1,0.20939,0.000581916,-1130.785452,9.879058526,12.81417502,3.915998717,2.848621782,-1.86E-06,-5.57E-07,-1.86E-06,-5.57E-07,-69.548,1,0.18829,-0.000437305,-1016.614666,1.054179152,5.352198108,3.520616329,2.561414961,1.67E-06,2.01E-06,1.67E-06,2.01E-06,-69.5486,9.35327,6.80428,-2700.81,3.1344,-38.4137,-0.0859224,-825,-1.5,1.29953,29.9158,-5.41E-09,45.00000063,-95.1638389,20925654.55
